name,type,Vertices,Edges
rand_q0458.hg,CQ Random,74,42
rand_q0459.hg,CQ Random,57,35
rand_q0460.hg,CQ Random,33,22
rand_q0461.hg,CQ Random,40,32
rand_q0462.hg,CQ Random,17,49
rand_q0463.hg,CQ Random,12,5
rand_q0464.hg,CQ Random,52,32
rand_q0465.hg,CQ Random,17,5
rand_q0466.hg,CQ Random,24,4
rand_q0467.hg,CQ Random,24,4
rand_q0468.hg,CQ Random,81,45
rand_q0469.hg,CQ Random,5,15
rand_q0470.hg,CQ Random,75,20
rand_q0471.hg,CQ Random,65,42
rand_q0472.hg,CQ Random,99,42
rand_q0473.hg,CQ Random,68,20
rand_q0474.hg,CQ Random,63,18
rand_q0475.hg,CQ Random,28,7
rand_q0476.hg,CQ Random,17,10
rand_q0477.hg,CQ Random,78,31
rand_q0478.hg,CQ Random,82,33
rand_q0479.hg,CQ Random,54,9
rand_q0480.hg,CQ Random,91,48
rand_q0481.hg,CQ Random,79,9
rand_q0482.hg,CQ Random,63,31
rand_q0483.hg,CQ Random,40,47
rand_q0484.hg,CQ Random,50,19
rand_q0485.hg,CQ Random,90,41
rand_q0486.hg,CQ Random,29,40
rand_q0487.hg,CQ Random,43,30
rand_q0488.hg,CQ Random,65,39
rand_q0489.hg,CQ Random,45,14
rand_q0490.hg,CQ Random,62,48
rand_q0491.hg,CQ Random,51,29
rand_q0492.hg,CQ Random,15,43
rand_q0493.hg,CQ Random,60,5
rand_q0494.hg,CQ Random,12,50
rand_q0495.hg,CQ Random,79,37
rand_q0496.hg,CQ Random,12,43
rand_q0497.hg,CQ Random,43,45
rand_q0498.hg,CQ Random,85,34
rand_q0499.hg,CQ Random,13,40
rand_q0500.hg,CQ Random,38,43
reg-s20-p03-c20-d10-n10-l5-00.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-01.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-02.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-03.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-04.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-05.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-06.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-07.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-08.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-09.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-10.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-11.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-12.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-13.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-14.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-15.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-16.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-17.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-18.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-19.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-20.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-21.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-22.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-23.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-24.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-25.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-26.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-27.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-28.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-29.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-30.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-31.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-32.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-33.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-34.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-35.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-36.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-37.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-38.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-39.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-40.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-41.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-42.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-43.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-44.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-45.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-46.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-47.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-48.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-49.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-50.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-51.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-52.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-53.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-54.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-55.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-56.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-57.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-58.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-59.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-60.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-61.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-62.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-63.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-64.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-65.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-66.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-67.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-68.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-69.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-70.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-71.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-72.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-73.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-74.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-75.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-76.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-77.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-78.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-79.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-80.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-81.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-82.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-83.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-84.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-85.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-86.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-87.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-88.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-89.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-90.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-91.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-92.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-93.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-94.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-95.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-96.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-97.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-98.xml.hg,CSP Random,130,100
reg-s20-p03-c20-d10-n10-l5-99.xml.hg,CSP Random,130,100
s1196.hg,ISCAS89,561,547
s1238.hg,ISCAS89,540,526
s1423.hg,ISCAS89,748,731
s1488.hg,ISCAS89,667,659
s1494.hg,ISCAS89,661,653
s208.hg,ISCAS89,115,104
s27.hg,ISCAS89,17,13
s298.hg,ISCAS89,136,133
s344.hg,ISCAS89,184,175
s349.hg,ISCAS89,185,176
s382.hg,ISCAS89,182,179
s386.hg,ISCAS89,172,165
s400.hg,ISCAS89,186,183
s420.hg,ISCAS89,231,212
s444.hg,ISCAS89,205,202
s510.hg,ISCAS89,236,217
s526.hg,ISCAS89,217,214
s5378.hg,ISCAS89,2993,2958
s641.hg,ISCAS89,433,398
s713.hg,ISCAS89,447,412
s820.hg,ISCAS89,312,294
s832.hg,ISCAS89,310,292
s838.hg,ISCAS89,457,422
s953.hg,ISCAS89,440,424
sqlshare_q1002.hg,SQLShare,2,3
sqlshare_q10051.hg,SQLShare,5,3
sqlshare_q10053.hg,SQLShare,7,4
sqlshare_q10056.hg,SQLShare,9,6
sqlshare_q10062.hg,SQLShare,11,7
sqlshare_q10063.hg,SQLShare,13,9
sqlshare_q10064.hg,SQLShare,14,10
sqlshare_q10065.hg,SQLShare,15,11
sqlshare_q10066.hg,SQLShare,16,15
sqlshare_q10067.hg,SQLShare,17,16
sqlshare_q10096.hg,SQLShare,16,5
sqlshare_q10130.hg,SQLShare,15,3
sqlshare_q10473.hg,SQLShare,4,3
sqlshare_q10534.hg,SQLShare,8,3
sqlshare_q10536.hg,SQLShare,9,4
sqlshare_q10746.hg,SQLShare,1,3
sqlshare_q10747.hg,SQLShare,1,8
sqlshare_q11089.hg,SQLShare,5,3
sqlshare_q1197.hg,SQLShare,28,3
sqlshare_q2275.hg,SQLShare,3,4
sqlshare_q2295.hg,SQLShare,20,4
sqlshare_q2313.hg,SQLShare,20,3
sqlshare_q2380.hg,SQLShare,17,3
sqlshare_q2491.hg,SQLShare,13,4
sqlshare_q2495.hg,SQLShare,10,3
sqlshare_q2496.hg,SQLShare,8,3
sqlshare_q2547.hg,SQLShare,9,3
sqlshare_q2548.hg,SQLShare,8,3
sqlshare_q2557.hg,SQLShare,9,3
sqlshare_q2562.hg,SQLShare,12,4
sqlshare_q2563.hg,SQLShare,15,5
sqlshare_q2565.hg,SQLShare,18,6
sqlshare_q2627.hg,SQLShare,9,4
sqlshare_q2630.hg,SQLShare,7,3
sqlshare_q2635.hg,SQLShare,11,4
sqlshare_q2636.hg,SQLShare,7,3
sqlshare_q2693.hg,SQLShare,9,4
sqlshare_q2702.hg,SQLShare,11,4
sqlshare_q2714.hg,SQLShare,9,3
sqlshare_q2715.hg,SQLShare,10,3
sqlshare_q2717.hg,SQLShare,11,4
sqlshare_q2721.hg,SQLShare,9,3
sqlshare_q2888.hg,SQLShare,1,3
sqlshare_q2891.hg,SQLShare,3,3
sqlshare_q3365.hg,SQLShare,3,3
sqlshare_q3371.hg,SQLShare,25,25
sqlshare_q3425.hg,SQLShare,7,4
sqlshare_q3426.hg,SQLShare,97,49
sqlshare_q3586.hg,SQLShare,97,49
sqlshare_q3587.hg,SQLShare,95,49
sqlshare_q3594.hg,SQLShare,162,3
sqlshare_q3598.hg,SQLShare,7,4
sqlshare_q3599.hg,SQLShare,7,4
sqlshare_q3605.hg,SQLShare,3,3
sqlshare_q3608.hg,SQLShare,20,4
sqlshare_q3610.hg,SQLShare,3,4
sqlshare_q3611.hg,SQLShare,7,4
sqlshare_q3612.hg,SQLShare,7,4
sqlshare_q3613.hg,SQLShare,7,4
sqlshare_q3614.hg,SQLShare,7,4
sqlshare_q3615.hg,SQLShare,7,4
sqlshare_q3616.hg,SQLShare,7,4
sqlshare_q3617.hg,SQLShare,5,4
sqlshare_q3618.hg,SQLShare,7,4
sqlshare_q3619.hg,SQLShare,7,4
sqlshare_q3620.hg,SQLShare,7,4
sqlshare_q3621.hg,SQLShare,7,4
sqlshare_q3622.hg,SQLShare,7,4
sqlshare_q3623.hg,SQLShare,7,4
sqlshare_q3624.hg,SQLShare,7,4
sqlshare_q3655.hg,SQLShare,17,18
sqlshare_q3658.hg,SQLShare,5,3
sqlshare_q3660.hg,SQLShare,9,5
sqlshare_q3661.hg,SQLShare,11,6
sqlshare_q3662.hg,SQLShare,13,7
sqlshare_q3663.hg,SQLShare,15,8
sqlshare_q3664.hg,SQLShare,17,9
sqlshare_q3665.hg,SQLShare,19,10
sqlshare_q3666.hg,SQLShare,21,11
sqlshare_q3667.hg,SQLShare,23,12
sqlshare_q3668.hg,SQLShare,25,13
sqlshare_q3669.hg,SQLShare,27,14
sqlshare_q3670.hg,SQLShare,29,15
sqlshare_q3671.hg,SQLShare,31,16
sqlshare_q3672.hg,SQLShare,33,17
sqlshare_q3673.hg,SQLShare,35,18
sqlshare_q3674.hg,SQLShare,37,19
sqlshare_q3675.hg,SQLShare,39,20
sqlshare_q3676.hg,SQLShare,41,21
sqlshare_q3677.hg,SQLShare,43,22
sqlshare_q3678.hg,SQLShare,45,23
sqlshare_q3679.hg,SQLShare,47,24
sqlshare_q3680.hg,SQLShare,49,25
sqlshare_q3681.hg,SQLShare,51,26
sqlshare_q3682.hg,SQLShare,51,27
sqlshare_q3684.hg,SQLShare,7,4
sqlshare_q3685.hg,SQLShare,97,49
sqlshare_q3694.hg,SQLShare,34,18
sqlshare_q3741.hg,SQLShare,34,18
sqlshare_q3747.hg,SQLShare,19,3
sqlshare_q3755.hg,SQLShare,99,3
sqlshare_q3808.hg,SQLShare,20,4
sqlshare_q3810.hg,SQLShare,3,4
sqlshare_q3822.hg,SQLShare,12,3
sqlshare_q3823.hg,SQLShare,15,3
sqlshare_q3833.hg,SQLShare,4,4
sqlshare_q3838.hg,SQLShare,4,4
sqlshare_q3843.hg,SQLShare,3,4
sqlshare_q3943.hg,SQLShare,55,50
sqlshare_q3965.hg,SQLShare,13,4
sqlshare_q3983.hg,SQLShare,21,16
sqlshare_q4009.hg,SQLShare,17,3
sqlshare_q4028.hg,SQLShare,9,3
sqlshare_q4034.hg,SQLShare,8,3
sqlshare_q4040.hg,SQLShare,8,3
sqlshare_q4046.hg,SQLShare,46,4
sqlshare_q4052.hg,SQLShare,60,5
sqlshare_q4070.hg,SQLShare,40,4
sqlshare_q4071.hg,SQLShare,81,4
sqlshare_q4083.hg,SQLShare,19,4
sqlshare_q4084.hg,SQLShare,15,3
sqlshare_q4214.hg,SQLShare,8,4
sqlshare_q4215.hg,SQLShare,10,5
sqlshare_q4216.hg,SQLShare,12,6
sqlshare_q4217.hg,SQLShare,118,59
sqlshare_q4221.hg,SQLShare,119,60
sqlshare_q4222.hg,SQLShare,121,61
sqlshare_q4290.hg,SQLShare,157,47
sqlshare_q4297.hg,SQLShare,22,7
sqlshare_q4352.hg,SQLShare,25,7
sqlshare_q4362.hg,SQLShare,55,13
sqlshare_q4371.hg,SQLShare,9,3
sqlshare_q4374.hg,SQLShare,55,13
sqlshare_q4444.hg,SQLShare,165,83
sqlshare_q4446.hg,SQLShare,167,84
sqlshare_q4514.hg,SQLShare,93,24
sqlshare_q4578.hg,SQLShare,109,55
sqlshare_q4579.hg,SQLShare,110,56
sqlshare_q4606.hg,SQLShare,76,9
sqlshare_q4654.hg,SQLShare,55,3
sqlshare_q4657.hg,SQLShare,135,23
sqlshare_q4663.hg,SQLShare,183,35
sqlshare_q4757.hg,SQLShare,165,83
sqlshare_q4761.hg,SQLShare,21,11
sqlshare_q4762.hg,SQLShare,21,11
sqlshare_q4763.hg,SQLShare,21,11
sqlshare_q4764.hg,SQLShare,21,11
sqlshare_q4765.hg,SQLShare,21,11
sqlshare_q4772.hg,SQLShare,21,11
sqlshare_q4773.hg,SQLShare,21,11
sqlshare_q4774.hg,SQLShare,25,13
sqlshare_q4829.hg,SQLShare,6,6
sqlshare_q4883.hg,SQLShare,1,3
sqlshare_q4884.hg,SQLShare,2,3
sqlshare_q4887.hg,SQLShare,2,4
sqlshare_q4902.hg,SQLShare,2,3
sqlshare_q5176.hg,SQLShare,17,3
sqlshare_q5177.hg,SQLShare,5,3
sqlshare_q5230.hg,SQLShare,11,3
sqlshare_q5273.hg,SQLShare,15,3
sqlshare_q5275.hg,SQLShare,16,4
sqlshare_q5277.hg,SQLShare,25,5
sqlshare_q5466.hg,SQLShare,26,3
sqlshare_q547.hg,SQLShare,3,3
sqlshare_q5631.hg,SQLShare,7,3
sqlshare_q588.hg,SQLShare,2,3
sqlshare_q5978.hg,SQLShare,20,3
sqlshare_q6031.hg,SQLShare,15,3
sqlshare_q6032.hg,SQLShare,43,7
sqlshare_q6034.hg,SQLShare,22,4
sqlshare_q6036.hg,SQLShare,38,7
sqlshare_q6104.hg,SQLShare,15,3
sqlshare_q6105.hg,SQLShare,19,4
sqlshare_q6106.hg,SQLShare,23,4
sqlshare_q6107.hg,SQLShare,22,4
sqlshare_q6145.hg,SQLShare,8,4
sqlshare_q6195.hg,SQLShare,20,3
sqlshare_q6239.hg,SQLShare,31,3
sqlshare_q6250.hg,SQLShare,25,4
sqlshare_q6251.hg,SQLShare,37,6
sqlshare_q6305.hg,SQLShare,7,3
sqlshare_q6323.hg,SQLShare,4,3
sqlshare_q6330.hg,SQLShare,5,3
sqlshare_q6331.hg,SQLShare,4,3
sqlshare_q6342.hg,SQLShare,13,3
sqlshare_q6351.hg,SQLShare,22,3
sqlshare_q643.hg,SQLShare,12,3
sqlshare_q6437.hg,SQLShare,18,4
sqlshare_q6440.hg,SQLShare,18,3
sqlshare_q6507.hg,SQLShare,18,3
sqlshare_q6522.hg,SQLShare,15,4
sqlshare_q6544.hg,SQLShare,18,4
sqlshare_q6546.hg,SQLShare,18,3
sqlshare_q6556.hg,SQLShare,17,3
sqlshare_q6562.hg,SQLShare,36,3
sqlshare_q6905.hg,SQLShare,2,2
sqlshare_q6952.hg,SQLShare,29,4
sqlshare_q7026.hg,SQLShare,9,2
sqlshare_q7213.hg,SQLShare,2,3
sqlshare_q741.hg,SQLShare,2,3
sqlshare_q8567.hg,SQLShare,60,3
sqlshare_q8666.hg,SQLShare,51,3
sqlshare_q8668.hg,SQLShare,58,3
sqlshare_q8676.hg,SQLShare,72,4
sqlshare_q8677.hg,SQLShare,71,4
sqlshare_q8678.hg,SQLShare,35,3
sqlshare_q8680.hg,SQLShare,70,4
sqlshare_q8682.hg,SQLShare,46,3
sqlshare_q8683.hg,SQLShare,74,3
sqlshare_q8685.hg,SQLShare,91,4
sqlshare_q8687.hg,SQLShare,55,4
sqlshare_q8714.hg,SQLShare,67,3
sqlshare_q8733.hg,SQLShare,56,3
sqlshare_q8734.hg,SQLShare,73,4
sqlshare_q8735.hg,SQLShare,97,5
sqlshare_q8773.hg,SQLShare,97,5
sqlshare_q8821.hg,SQLShare,13,3
sqlshare_q8863.hg,SQLShare,11,3
sqlshare_q8872.hg,SQLShare,34,3
sqlshare_q8874.hg,SQLShare,33,3
sqlshare_q8875.hg,SQLShare,27,3
sqlshare_q9862.hg,SQLShare,14,3
sqlshare_q9863.hg,SQLShare,13,3
sqlshare_q9879.hg,SQLShare,13,3
sqlshare_q9880.hg,SQLShare,13,3
sqlshare_q9881.hg,SQLShare,14,3
sqlshare_q9884.hg,SQLShare,14,3
sqlshare_q9886.hg,SQLShare,14,3
sqlshare_q9889.hg,SQLShare,14,3
sqlshare_q9891.hg,SQLShare,13,3
sqlshare_q9906.hg,SQLShare,4,2
sqlshare_v143.hg,SQLShare,77,2
sqlshare_v147.hg,SQLShare,22,2
sqlshare_v148.hg,SQLShare,22,2
sqlshare_v149.hg,SQLShare,61,2
sqlshare_v157.hg,SQLShare,38,2
sqlshare_v170.hg,SQLShare,59,2
sqlshare_v185.hg,SQLShare,60,2
sqlshare_v192.hg,SQLShare,52,2
sqlshare_v201.hg,SQLShare,77,2
sqlshare_v207.hg,SQLShare,60,2
sqlshare_v212.hg,SQLShare,78,2
sqlshare_v218.hg,SQLShare,76,2
sqlshare_v2194.hg,SQLShare,4,2
sqlshare_v221.hg,SQLShare,52,2
sqlshare_v225.hg,SQLShare,58,2
sqlshare_v229.hg,SQLShare,59,2
sqlshare_v2362.hg,SQLShare,26,4
sqlshare_v2379.hg,SQLShare,12,7
sqlshare_v2403.hg,SQLShare,6,3
sqlshare_v246.hg,SQLShare,59,2
sqlshare_v2522.hg,SQLShare,21,2
sqlshare_v2523.hg,SQLShare,6,2
sqlshare_v256.hg,SQLShare,59,2
sqlshare_v264.hg,SQLShare,58,2
sqlshare_v274.hg,SQLShare,58,2
sqlshare_v2972.hg,SQLShare,22,2
sqlshare_v2974.hg,SQLShare,50,2
sqlshare_v2980.hg,SQLShare,8,2
sqlshare_v2982.hg,SQLShare,14,3
sqlshare_v3006.hg,SQLShare,77,4
sqlshare_v3009.hg,SQLShare,7,2
sqlshare_v3023.hg,SQLShare,103,5
sqlshare_v3025.hg,SQLShare,32,2
sqlshare_v3026.hg,SQLShare,4,2
sqlshare_v3028.hg,SQLShare,14,2
sqlshare_v3049.hg,SQLShare,5,2
sqlshare_v3050.hg,SQLShare,11,3
sqlshare_v3066.hg,SQLShare,23,2
sqlshare_v3321.hg,SQLShare,14,3
sqlshare_v3346.hg,SQLShare,17,2
sqlshare_v3553.hg,SQLShare,31,3
sqlshare_v3555.hg,SQLShare,23,3
sqlshare_v3556.hg,SQLShare,27,3
sqlshare_v3679.hg,SQLShare,30,2
sqlshare_v3688.hg,SQLShare,6,3
sqlshare_v3704.hg,SQLShare,43,2
sqlshare_v3706.hg,SQLShare,35,3
sqlshare_v3710.hg,SQLShare,30,2
sqlshare_v3719.hg,SQLShare,10,3
sqlshare_v3726.hg,SQLShare,34,2
sqlshare_v3757.hg,SQLShare,6,3
sqlshare_v378.hg,SQLShare,4,2
sqlshare_v3900.hg,SQLShare,31,5
sqlshare_v3910.hg,SQLShare,7,6
sqlshare_v3914.hg,SQLShare,5,4
sqlshare_v3938.hg,SQLShare,11,6
sqlshare_v3939.hg,SQLShare,5,4
sqlshare_v488.hg,SQLShare,17,2
sqlshare_v492.hg,SQLShare,21,2
tpcds10_0.hg,CQ,38,3
tpcds10a_1.hg,CQ,61,2
tpcds10a_2.hg,CQ,61,2
tpcds11_0.hg,CQ,37,4
tpcds12_0.hg,CQ,82,3
tpcds13_0.hg,CQ,105,6
tpcds14_0.hg,CQ,6,1
tpcds14_1.hg,CQ,71,3
tpcds14_10.hg,CQ,50,2
tpcds14_11.hg,CQ,61,2
tpcds14_12.hg,CQ,61,2
tpcds14_13.hg,CQ,71,3
tpcds14_14.hg,CQ,82,3
tpcds14_15.hg,CQ,82,3
tpcds14_2.hg,CQ,82,3
tpcds14_28.hg,CQ,139,6
tpcds14_29.hg,CQ,22,2
tpcds14_3.hg,CQ,82,3
tpcds14_30.hg,CQ,28,1
tpcds14_31.hg,CQ,2,1
tpcds14_4.hg,CQ,22,2
tpcds14a_0.hg,CQ,6,1
tpcds14a_1.hg,CQ,6,1
tpcds14a_141.hg,CQ,139,6
tpcds14a_2.hg,CQ,6,1
tpcds14a_3.hg,CQ,6,1
tpcds14a_4.hg,CQ,6,1
tpcds14a_5.hg,CQ,6,1
tpcds15_0.hg,CQ,90,4
tpcds16_0.hg,CQ,103,4
tpcds17_0.hg,CQ,202,8
tpcds18_0.hg,CQ,127,7
tpcds18a_0.hg,CQ,11,1
tpcds18a_1.hg,CQ,127,7
tpcds18a_2.hg,CQ,127,7
tpcds18a_3.hg,CQ,127,7
tpcds18a_4.hg,CQ,127,7
tpcds18a_5.hg,CQ,127,7
tpcds19_0.hg,CQ,128,6
tpcds1_0.hg,CQ,92,4
tpcds20_0.hg,CQ,82,3
tpcds21_0.hg,CQ,65,4
tpcds22_0.hg,CQ,52,3
tpcds22a_0.hg,CQ,5,1
tpcds22a_1.hg,CQ,65,4
tpcds22a_2.hg,CQ,65,4
tpcds22a_3.hg,CQ,65,4
tpcds22a_4.hg,CQ,65,4
tpcds22a_5.hg,CQ,65,4
tpcds23_0.hg,CQ,1,1
tpcds23_1.hg,CQ,61,2
tpcds23_10.hg,CQ,78,3
tpcds23_11.hg,CQ,78,3
tpcds23_12.hg,CQ,71,3
tpcds23_13.hg,CQ,40,2
tpcds23_16.hg,CQ,69,3
tpcds23_2.hg,CQ,61,2
tpcds23_7.hg,CQ,69,3
tpcds23_9.hg,CQ,3,1
tpcds24_0.hg,CQ,118,6
tpcds24_1.hg,CQ,118,6
tpcds25_0.hg,CQ,202,8
tpcds26_0.hg,CQ,108,5
tpcds27_0.hg,CQ,107,5
tpcds27a_0.hg,CQ,7,1
tpcds27a_1.hg,CQ,107,5
tpcds27a_2.hg,CQ,107,5
tpcds27a_3.hg,CQ,107,5
tpcds28_0.hg,CQ,138,6
tpcds29_0.hg,CQ,202,8
tpcds2_0.hg,CQ,114,6
tpcds2_1.hg,CQ,34,1
tpcds2_2.hg,CQ,34,1
tpcds30_0.hg,CQ,92,5
tpcds31_0.hg,CQ,400,18
tpcds32_0.hg,CQ,82,3
tpcds33_0.hg,CQ,2,1
tpcds33_1.hg,CQ,83,4
tpcds33_2.hg,CQ,94,4
tpcds33_3.hg,CQ,94,4
tpcds33_4.hg,CQ,22,1
tpcds34_0.hg,CQ,99,5
tpcds35_0.hg,CQ,38,3
tpcds35a_1.hg,CQ,61,2
tpcds35a_2.hg,CQ,61,2
tpcds36_0.hg,CQ,99,4
tpcds36a_0.hg,CQ,6,1
tpcds36a_1.hg,CQ,99,4
tpcds36a_2.hg,CQ,99,4
tpcds36a_3.hg,CQ,99,4
tpcds37_0.hg,CQ,85,4
tpcds38_0.hg,CQ,3,1
tpcds38_1.hg,CQ,67,3
tpcds38_2.hg,CQ,78,3
tpcds38_3.hg,CQ,78,3
tpcds39_0.hg,CQ,134,8
tpcds3_0.hg,CQ,71,3
tpcds40_0.hg,CQ,120,5
tpcds41_0.hg,CQ,22,1
tpcds42_0.hg,CQ,71,3
tpcds43_0.hg,CQ,78,3
tpcds44_0.hg,CQ,87,4
tpcds44_1.hg,CQ,23,1
tpcds45_0.hg,CQ,111,5
tpcds45_1.hg,CQ,22,1
tpcds46_0.hg,CQ,123,7
tpcds47_0.hg,CQ,298,12
tpcds48_0.hg,CQ,100,5
tpcds49_0.hg,CQ,5,1
tpcds49_1.hg,CQ,86,3
tpcds49_2.hg,CQ,89,3
tpcds49_3.hg,CQ,71,3
